Date,Stage,Match,Team,Win,Enemy,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
5/4/2024,Regular Season,2,EVOS Glory,Lose,Alter Ego,Fluffy,Yu Zhong,Fighter,Harith,Mage,Petrify,Fighter,Agility,Festival of Blood,Quantum Charge,22:52,1,4,4,11366,15,8,2,1,10,12
5/4/2024,Regular Season,2,EVOS Glory,Lose,Alter Ego,Anavel,Carmilla,Support/Tank,Angela,Support,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,22:52,2,3,5,11269,15,8,2,1,10,12
5/4/2024,Regular Season,2,EVOS Glory,Lose,Alter Ego,Claw Kun,Faramis,Support/Mage,Mathilda,Support/Assassin,Purify,Mage,Agility,Wilderness Blessing.,Quantum Charge,22:52,0,2,7,11612,15,8,2,1,10,12
5/4/2024,Regular Season,2,EVOS Glory,Lose,Alter Ego,DreamS,Tigreal,Tank,Fanny,Assassin,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,22:52,1,2,5,10144,15,8,2,1,10,12
5/4/2024,Regular Season,2,EVOS Glory,Lose,Alter Ego,Branz,Claude,Marksman,Angela,Support,Purify,Common,Agility,Tenacity,Quantum Charge,22:52,3,1,2,16951,15,8,2,1,10,12
5/4/2024,Regular Season,3,EVOS Glory,Win,Alter Ego,Fluffy,Terizla,Fighter,Floryn,Support,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,22:21,2,4,4,10132,15,8,1,0,12,12
5/4/2024,Regular Season,3,EVOS Glory,Win,Alter Ego,Anavel,Ling,Assassin,Fanny,Assassin,Retribution,Assassin,Fatal,Seasoned Hunter,Weakness Finder,22:21,6,0,6,20288,15,8,1,0,12,12
5/4/2024,Regular Season,3,EVOS Glory,Win,Alter Ego,Claw Kun,Angela,Support,Luo Yi,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,22:21,3,0,10,9684,15,8,1,0,12,12
5/4/2024,Regular Season,3,EVOS Glory,Win,Alter Ego,DreamS,Tigreal,Tank,Moskov,Marksman,Flicker,Tank,Vitality,Pull Yourself Together,Concussive Blast,22:21,0,2,5,9046,15,8,1,0,12,12
5/4/2024,Regular Season,3,EVOS Glory,Win,Alter Ego,Branz,Bruno,Marksman,Paquito,Fighter/Assassin,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,22:21,2,1,9,16298,15,8,1,0,12,12
5/4/2024,Regular Season,3,Alter Ego,Lose,EVOS Glory,Pai,Yu Zhong,Fighter,Edith,Tank/Marksman,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,22:21,3,3,1,12297,15,2,0,3,8,9
5/4/2024,Regular Season,3,Alter Ego,Lose,EVOS Glory,Tazz,Barats,Tank/Fighter,Roger,Fighter/Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,22:21,2,3,5,10295,15,2,0,3,8,9
5/4/2024,Regular Season,3,Alter Ego,Lose,EVOS Glory,Cr1te,Faramis,Support/Mage,Alpha,Fighter,Purify,Mage,Inspire,Wilderness Blessing.,Quantum Charge,22:21,0,3,6,9203,15,2,0,3,8,9
5/4/2024,Regular Season,3,Alter Ego,Lose,EVOS Glory,Rekt,Mathilda,Support/Assassin,Natan,Marksman,Purify,Support,Agility,Wilderness Blessing.,Quantum Charge,22:21,0,1,7,9164,15,2,0,3,8,9
5/4/2024,Regular Season,3,Alter Ego,Lose,EVOS Glory,Haiz,Claude,Marksman,Harith,Mage,Purify,Common,Swift,Tenacity,Quantum Charge,22:21,2,3,4,15526,15,2,0,3,8,9
5/4/2024,Regular Season,1,RRQ Hoshi,Lose,"Bigetron Alpha",Donn,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Flicker,Fighter,Thrill,Festival of Blood,Lethal Ignition,13:14,0,3,0,6315,12,0,0,1,3,5
5/4/2024,Regular Season,1,RRQ Hoshi,Lose,"Bigetron Alpha",Irrad,Baxia,Tank,Luo Yi,Mage,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,13:14,1,4,0,5761,12,0,0,1,3,5
5/4/2024,Regular Season,1,RRQ Hoshi,Lose,"Bigetron Alpha",Clay,Nana,Mage,Harith,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,13:14,0,3,0,5912,11,0,0,1,3,5
5/4/2024,Regular Season,1,RRQ Hoshi,Lose,"Bigetron Alpha",Brusko,Chip,Support/Tank,Faramis,Support/Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:14,1,4,0,5255,11,0,0,1,3,5
5/4/2024,Regular Season,1,RRQ Hoshi,Lose,"Bigetron Alpha",Skylar,Natan,Marksman,Arlott,Fighter/Assassin,Purify,Mage,Thrill,Tenacity,Weakness Finder,13:14,0,1,1,8936,14,0,0,1,3,5
5/4/2024,Regular Season,1,"Bigetron Alpha",Win,RRQ Hoshi,Xorizo,Barats,Tank/Fighter,X.Borg,Fighter,Flicker,Common,Agility,Tenacity,Brave Smite,13:14,4,0,6,9442,15,8,2,1,7,10
5/4/2024,Regular Season,1,"Bigetron Alpha",Win,RRQ Hoshi,Kenn,Alice,Mage/Tank,Valentina,Mage,Retribution,Mage,Agility,Seasoned Hunter,Impure Rage,13:14,4,0,10,10366,15,8,2,1,7,10
5/4/2024,Regular Season,1,"Bigetron Alpha",Win,RRQ Hoshi,Morenoo,Angela,Support,Fredrinn,Fighter/Tank,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,13:14,2,0,13,7901,13,8,2,1,7,10
5/4/2024,Regular Season,1,"Bigetron Alpha",Win,RRQ Hoshi,Kyy,Lolita,Support/Tank,Minotaur,Tank/Support,Flicker,Tank,Agility,Tenacity,Concussive Blast,13:14,0,0,10,6985,12,8,2,1,7,10
5/4/2024,Regular Season,1,"Bigetron Alpha",Win,RRQ Hoshi,EMANN,Roger,Fighter/Marksman,Claude,Marksman,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,13:14,5,2,3,11597,15,8,2,1,7,10
5/4/2024,Regular Season,2,"Bigetron Alpha",Win,RRQ Hoshi,Xorizo,X.Borg,Fighter,Floryn,Support,Flicker,Tank,Agility,Festival of Blood,Impure Rage,13:56,2,1,6,9812,15,9,2,3,5,6
5/4/2024,Regular Season,2,"Bigetron Alpha",Win,RRQ Hoshi,Kenn,Fredrinn,Fighter/Tank,Yu Zhong,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:56,1,1,7,8386,15,9,2,3,5,6
5/4/2024,Regular Season,2,"Bigetron Alpha",Win,RRQ Hoshi,Morenoo,Vexana,Mage,Natan,Marksman,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,13:56,4,0,7,9340,14,9,2,3,5,6
5/4/2024,Regular Season,2,"Bigetron Alpha",Win,RRQ Hoshi,Kyy,Mathilda,Support/Assassin,Minotaur,Tank/Support,Flicker,Support,Inspire,Bargain Hunter,Quantum Charge,13:56,3,1,10,8233,14,9,2,3,5,6
5/4/2024,Regular Season,2,"Bigetron Alpha",Win,RRQ Hoshi,EMANN,Karrie,Marksman,Claude,Marksman,Flicker,Common,Agility,Tenacity,Quantum Charge,13:56,4,1,8,12171,15,9,2,3,5,6
5/4/2024,Regular Season,2,RRQ Hoshi,Lose,"Bigetron Alpha",Donn,Barats,Tank/Fighter,Angela,Support,Flicker,Common,Thrill,Pull Yourself Together,Brave Smite,13:56,0,5,1,6517,12,1,0,0,7,6
5/4/2024,Regular Season,2,RRQ Hoshi,Lose,"Bigetron Alpha",Irrad,Roger,Fighter/Marksman,Luo Yi,Mage,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,13:56,0,3,1,8752,15,1,0,0,7,6
5/4/2024,Regular Season,2,RRQ Hoshi,Lose,"Bigetron Alpha",Clay,Valentina,Mage,Harith,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Quantum Charge,13:56,1,3,2,6351,12,1,0,0,7,6
5/4/2024,Regular Season,2,RRQ Hoshi,Lose,"Bigetron Alpha",Brusko,Chip,Support/Tank,Arlott,Fighter/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:56,1,2,1,5898,12,1,0,0,7,6
5/4/2024,Regular Season,2,RRQ Hoshi,Lose,"Bigetron Alpha",Skylar,Bruno,Marksman,Faramis,Support/Mage,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,13:56,2,1,0,10276,14,1,0,0,7,6
5/5/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Dyx0n,Lapu-Lapu,Fighter,Luo Yi,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,17:28,2,2,8,10508,15,7,2,3,7,9
5/5/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Garry,Fredrinn,Fighter/Tank,Chip,Support/Tank,Retribution,Support,Firmness,Seasoned Hunter,Concussive Blast,17:28,1,0,7,10494,15,7,2,3,7,9
5/5/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Keyz,Valentina,Mage,Angela,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,17:28,4,0,5,9102,15,7,2,3,7,9
5/5/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Drian,Minotaur,Tank/Support,Alpha,Fighter,Flicker,Tank,Firmness,Tenacity,Concussive Blast,17:28,0,2,11,8470,15,7,2,3,7,9
5/5/2024,Regular Season,1,"Dewa United Esports",Win,EVOS Glory,Watt,Claude,Marksman,X.Borg,Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,17:28,4,0,5,13921,15,7,2,3,7,9
5/5/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Fluffy,Arlott,Fighter/Assassin,Yu Zhong,Fighter,Flicker,Common,Thrill,Tenacity,Brave Smite,17:28,1,3,3,8569,15,2,0,0,8,5
5/5/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Anavel,Barats,Tank/Fighter,Moskov,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:28,0,5,4,8022,15,2,0,0,8,5
5/5/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Claw Kun,Vexana,Mage,Floryn,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,17:28,3,1,1,7686,14,2,0,0,8,5
5/5/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",DreamS,Franco,Tank,Mathilda,Support/Assassin,Flicker,Support,Agility,Pull Yourself Together,Focusing Mark,17:28,0,1,3,5911,13,2,0,0,8,5
5/5/2024,Regular Season,1,EVOS Glory,Lose,"Dewa United Esports",Branz,Natan,Marksman,Harith,Mage,Purify,Mage,Thrill,Tenacity,Weakness Finder,17:28,0,1,1,12466,15,2,0,0,8,5
5/5/2024,Regular Season,2,EVOS Glory,Win,"Dewa United Esports",Fluffy,Yu Zhong,Fighter,Grock,Tank/Fighter,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,24:24,0,3,4,13557,15,8,3,1,8,8
5/5/2024,Regular Season,2,EVOS Glory,Win,"Dewa United Esports",Anavel,Fredrinn,Fighter/Tank,Kaja,Support/Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,24:24,2,3,6,13745,15,8,3,1,8,8
5/5/2024,Regular Season,2,EVOS Glory,Win,"Dewa United Esports",Claw Kun,Novaria,Mage,Minotaur,Tank/Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,24:24,4,1,5,14664,15,8,3,1,8,8
5/5/2024,Regular Season,2,EVOS Glory,Win,"Dewa United Esports",DreamS,Tigreal,Tank,Valentina,Mage,Flicker,Tank,Vitality,Tenacity,Concussive Blast,24:24,0,4,5,11330,15,8,3,1,8,8
5/5/2024,Regular Season,2,EVOS Glory,Win,"Dewa United Esports",Branz,Roger,Fighter/Marksman,Floryn,Support,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,24:24,4,5,2,17720,15,8,3,1,8,8
5/5/2024,Regular Season,2,"Dewa United Esports",Lose,EVOS Glory,Dyx0n,Arlott,Fighter/Assassin,Harith,Mage,Flicker,Common,Thrill,Tenacity,Brave Smite,24:24,0,3,5,11461,15,8,1,2,5,10
5/5/2024,Regular Season,2,"Dewa United Esports",Lose,EVOS Glory,Garry,Akai,Tank,Angela,Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,24:24,1,1,9,12290,15,8,1,2,5,10
5/5/2024,Regular Season,2,"Dewa United Esports",Lose,EVOS Glory,Keyz,Luo Yi,Mage,Mathilda,Support/Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,24:24,3,3,12,11905,15,8,1,2,5,10
5/5/2024,Regular Season,2,"Dewa United Esports",Lose,EVOS Glory,Drian,Carmilla,Support/Tank,Ling,Assassin,Flicker,Tank,Firmness,Tenacity,Focusing Mark,24:24,0,1,14,10695,15,8,1,2,5,10
5/5/2024,Regular Season,2,"Dewa United Esports",Lose,EVOS Glory,Watt,Brody,Marksman,X.Borg,Fighter,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,24:24,12,2,1,15843,15,8,1,2,5,10
5/5/2024,Regular Season,3,"Dewa United Esports",Win,EVOS Glory,Dyx0n,Fredrinn,Fighter/Tank,Angela,Support,Flicker,Tank,Agility,Tenacity,Brave Smite,26:23,3,5,5,10992,15,4,0,0,10,11
5/5/2024,Regular Season,3,"Dewa United Esports",Win,EVOS Glory,Garry,Fanny,Assassin,Luo Yi,Mage,Retribution,Assassin,Rupture,Seasoned Hunter,Lethal Ignition,26:23,2,3,1,14156,15,4,0,0,10,11
5/5/2024,Regular Season,3,"Dewa United Esports",Win,EVOS Glory,Keyz,Novaria,Mage,Chip,Support/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,26:23,1,0,5,13808,15,4,0,0,10,11
5/5/2024,Regular Season,3,"Dewa United Esports",Win,EVOS Glory,Drian,Chou,Fighter,Roger,Fighter/Marksman,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,26:23,0,3,5,10224,15,4,0,0,10,11
5/5/2024,Regular Season,3,"Dewa United Esports",Win,EVOS Glory,Watt,Natan,Marksman,Terizla,Fighter,Purify,Mage,Thrill,Bargain Hunter,Quantum Charge,26:23,2,2,5,21966,15,4,0,0,10,11
5/5/2024,Regular Season,3,EVOS Glory,Lose,"Dewa United Esports",Fluffy,Akai,Tank,Grock,Tank/Fighter,Arrival,Tank,Firmness,Pull Yourself Together,Concussive Blast,26:23,2,2,6,13605,15,9,4,2,13,19
5/5/2024,Regular Season,3,EVOS Glory,Lose,"Dewa United Esports",Anavel,Ling,Assassin,Hilda,Tank/Fighter,Retribution,Assassin,Fatal,Seasoned Hunter,Weakness Finder,26:23,5,2,3,24451,15,9,4,2,13,19
5/5/2024,Regular Season,3,EVOS Glory,Lose,"Dewa United Esports",Claw Kun,Valentina,Mage,Floryn,Support,Purify,Mage,Agility,Tenacity,Impure Rage,26:23,1,1,11,12774,15,9,4,2,13,19
5/5/2024,Regular Season,3,EVOS Glory,Lose,"Dewa United Esports",DreamS,Minotaur,Tank/Support,Mathilda,Support/Assassin,Flicker,Tank,Vitality,Tenacity,Concussive Blast,26:23,3,3,8,12610,15,9,4,2,13,19
5/5/2024,Regular Season,3,EVOS Glory,Lose,"Dewa United Esports",Branz,Claude,Marksman,Harith,Mage,Purify,Mage,Firmness,Tenacity,Quantum Charge,26:23,2,0,9,18675,15,9,4,2,13,19
5/5/2024,Regular Season,1,Geek Fam ID,Win,Alter Ego,Luke,Ruby,Fighter/Tank,Fredrinn,Fighter/Tank,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,14:18,3,2,7,9954,15,8,2,1,9,11
5/5/2024,Regular Season,1,Geek Fam ID,Win,Alter Ego,Reyy,Barats,Tank/Fighter,Terizla,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,14:18,2,2,7,9765,15,8,2,1,9,11
5/5/2024,Regular Season,1,Geek Fam ID,Win,Alter Ego,Aboy,Vexana,Mage,Luo Yi,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,14:18,3,0,7,9342,14,8,2,1,9,11
5/5/2024,Regular Season,1,Geek Fam ID,Win,Alter Ego,Baloyskie,Chip,Support/Tank,Nolan,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,14:18,0,2,9,7497,14,8,2,1,9,11
5/5/2024,Regular Season,1,Geek Fam ID,Win,Alter Ego,Caderaa,Natan,Marksman,Roger,Fighter/Marksman,Purify,Mage,Swift,Bargain Hunter,Weakness Finder,14:18,6,0,3,12949,15,8,2,1,9,11
5/5/2024,Regular Season,1,Alter Ego,Lose,Geek Fam ID,Pai,Yu Zhong,Fighter,Minotaur,Tank/Support,Petrify,Fighter,Thrill,Festival of Blood,Quantum Charge,14:18,2,3,1,7864,13,1,0,2,6,5
5/5/2024,Regular Season,1,Alter Ego,Lose,Geek Fam ID,Tazz,Baxia,Tank,Harith,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,14:18,1,3,2,7034,13,1,0,2,6,5
5/5/2024,Regular Season,1,Alter Ego,Lose,Geek Fam ID,Cr1te,Valentina,Mage,Mathilda,Support/Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,14:18,1,1,3,6788,13,1,0,2,6,5
5/5/2024,Regular Season,1,Alter Ego,Lose,Geek Fam ID,Rasy,Carmilla,Support/Tank,Faramis,Support/Mage,Revitalize,Tank,Agility,Wilderness Blessing.,Quantum Charge,14:18,1,5,4,6520,13,1,0,2,6,5
5/5/2024,Regular Season,1,Alter Ego,Lose,Geek Fam ID,Nino,Claude,Marksman,Masha,Fighter/Tank,Purify,Common,Agility,Tenacity,Quantum Charge,14:18,1,2,1,10259,15,1,0,2,6,5
5/5/2024,Regular Season,2,Geek Fam ID,Win,Alter Ego,Luke,Masha,Fighter/Tank,Fredrinn,Fighter/Tank,Flicker,Assassin,Thrill,Master Assassin,Lethal Ignition,16:55,4,0,3,11825,15,9,2,3,10,12
5/5/2024,Regular Season,2,Geek Fam ID,Win,Alter Ego,Reyy,Barats,Tank/Fighter,Terizla,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:55,1,2,9,10341,15,9,2,3,10,12
5/5/2024,Regular Season,2,Geek Fam ID,Win,Alter Ego,Aboy,Novaria,Mage,Luo Yi,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,16:55,3,0,8,10375,15,9,2,3,10,12
5/5/2024,Regular Season,2,Geek Fam ID,Win,Alter Ego,Baloyskie,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Tank,Firmness,Pull Yourself Together,Concussive Blast,16:55,1,4,7,8296,15,9,2,3,10,12
5/5/2024,Regular Season,2,Geek Fam ID,Win,Alter Ego,Caderaa,Claude,Marksman,Roger,Fighter/Marksman,Purify,Common,Agility,Master Assassin,Quantum Charge,16:55,3,1,3,12408,15,9,2,3,10,12
5/5/2024,Regular Season,2,Alter Ego,Lose,Geek Fam ID,Pai,Cici,Fighter,Chip,Support/Tank,Vengeance,Fighter,Thrill,Festival of Blood,Brave Smite,16:55,2,2,2,9577,15,2,0,0,4,4
5/5/2024,Regular Season,2,Alter Ego,Lose,Geek Fam ID,Tazz,Akai,Tank,Harith,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:55,0,3,4,7227,14,2,0,0,4,4
5/5/2024,Regular Season,2,Alter Ego,Lose,Geek Fam ID,Cr1te,Valentina,Mage,Natan,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,16:55,2,4,5,7177,14,2,0,0,4,4
5/5/2024,Regular Season,2,Alter Ego,Lose,Geek Fam ID,Rasy,Mathilda,Support/Assassin,Floryn,Support,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,16:55,1,2,4,7195,14,2,0,0,4,4
5/5/2024,Regular Season,2,Alter Ego,Lose,Geek Fam ID,Nino,Bruno,Marksman,Angela,Support,Purify,Assassin,Fatal,Tenacity,Quantum Charge,16:55,2,1,4,11586,15,2,0,0,4,4
5/5/2024,Regular Season,1,RRQ Hoshi,Lose,"ONIC",Donn,Arlott,Fighter/Assassin,Fanny,Assassin,Flicker,Common,Thrill,Tenacity,Brave Smite,11:04,1,3,0,5001,10,1,0,0,3,1
5/5/2024,Regular Season,1,RRQ Hoshi,Lose,"ONIC",Irrad,Baxia,Tank,Kadita,Mage/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,11:04,0,5,1,4227,10,1,0,0,3,1
5/5/2024,Regular Season,1,RRQ Hoshi,Lose,"ONIC",Clay,Valentina,Mage,Kaja,Support/Fighter,Flicker,Mage,Rupture,Wilderness Blessing.,Quantum Charge,11:04,0,3,1,4934,11,1,0,0,3,1
5/5/2024,Regular Season,1,RRQ Hoshi,Lose,"ONIC",Brusko,Angela,Support,Ling,Assassin,Flicker,Support,Inspire,Bargain Hunter,Focusing Mark,11:04,0,3,1,4030,10,1,0,0,3,1
5/5/2024,Regular Season,1,RRQ Hoshi,Lose,"ONIC",Skylar,Roger,Fighter/Marksman,Luo Yi,Mage,Flicker,Assassin,Thrill,Master Assassin,Quantum Charge,11:04,0,1,1,6444,11,1,0,0,3,1
5/5/2024,Regular Season,1,"ONIC",Win,RRQ Hoshi, Lutpiii,Paquito,Fighter/Assassin,Barats,Tank/Fighter,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,11:04,1,0,7,8724,14,9,1,3,6,9
5/5/2024,Regular Season,1,"ONIC",Win,RRQ Hoshi,Kairi,Fredrinn,Fighter/Tank,Harith,Mage,Retribution,Support,Vitality,Seasoned Hunter,Impure Rage,11:04,3,0,12,8341,15,9,1,3,6,9
5/5/2024,Regular Season,1,"ONIC",Win,RRQ Hoshi,Sanz,Faramis,Support/Mage,Claude,Marksman,Flicker,Mage,Agility,Wilderness Blessing.,Quantum Charge,11:04,0,0,13,6751,12,9,1,3,6,9
5/5/2024,Regular Season,1,"ONIC",Win,RRQ Hoshi,Kiboy,Mathilda,Support/Assassin,Minotaur,Tank/Support,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,11:04,1,1,13,5831,11,9,1,3,6,9
5/5/2024,Regular Season,1,"ONIC",Win,RRQ Hoshi,CW,Natan,Marksman,Akai,Tank,Flicker,Mage,Swift,Bargain Hunter,Weakness Finder,11:04,10,0,1,11950,15,9,1,3,6,9
5/5/2024,Regular Season,2,"ONIC",Win,RRQ Hoshi, Lutpiii,Paquito,Fighter/Assassin,Barats,Tank/Fighter,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,13:10,1,1,5,10050,15,8,1,2,6,9
5/5/2024,Regular Season,2,"ONIC",Win,RRQ Hoshi,Kairi,Fredrinn,Fighter/Tank,Claude,Marksman,Retribution,Support,Vitality,Seasoned Hunter,Impure Rage,13:10,2,0,7,7802,15,8,1,2,6,9
5/5/2024,Regular Season,2,"ONIC",Win,RRQ Hoshi,Sanz,Valentina,Mage,Natan,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,13:10,5,1,6,9195,15,8,1,2,6,9
5/5/2024,Regular Season,2,"ONIC",Win,RRQ Hoshi,Kiboy,Arlott,Fighter/Assassin,Guinevere,Fighter,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,13:10,2,2,6,6731,13,8,1,2,6,9
5/5/2024,Regular Season,2,"ONIC",Win,RRQ Hoshi,CW,Melissa,Marksman,Fanny,Assassin,Inspire,Assassin,Swift,Tenacity,Quantum Charge,13:10,1,1,4,10291,14,8,1,2,6,9
5/5/2024,Regular Season,2,RRQ Hoshi,Lose,"ONIC",Donn,Terizla,Fighter,X.Borg,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,13:10,1,1,1,6798,12,1,0,1,5,3
5/5/2024,Regular Season,2,RRQ Hoshi,Lose,"ONIC",Irrad,Dyrroth,Fighter,Minotaur,Tank/Support,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,13:10,0,3,2,6302,13,1,0,1,5,3
5/5/2024,Regular Season,2,RRQ Hoshi,Lose,"ONIC",Clay,Faramis,Support/Mage,Harith,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,13:10,1,3,4,5804,11,1,0,1,5,3
5/5/2024,Regular Season,2,RRQ Hoshi,Lose,"ONIC",Brusko,Mathilda,Support/Assassin,Ling,Assassin,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,13:10,0,2,5,5544,11,1,0,1,5,3
5/5/2024,Regular Season,2,RRQ Hoshi,Lose,"ONIC",Skylar,Bruno,Marksman,Luo Yi,Mage,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,13:10,3,2,0,8291,13,1,0,1,5,3
5/10/2024,Regular Season,1,Geek Fam ID,Win,"Dewa United Esports",Luke,Ruby,Fighter/Tank,Minotaur,Tank/Support,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,13:16,0,3,8,7687,13,8,1,1,5,9
5/10/2024,Regular Season,1,Geek Fam ID,Win,"Dewa United Esports",Reyy,Barats,Tank/Fighter,Akai,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:16,6,1,6,9986,15,8,1,1,5,9
5/10/2024,Regular Season,1,Geek Fam ID,Win,"Dewa United Esports",Aboy,Luo Yi,Mage,Natan,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,13:16,4,3,11,8461,14,8,1,1,5,9
5/10/2024,Regular Season,1,Geek Fam ID,Win,"Dewa United Esports",Baloyskie,Helcurt,Assassin,X.Borg,Fighter,Execute,Assassin,Rupture,Master Assassin,Lethal Ignition,13:16,9,2,4,8968,14,8,1,1,5,9
5/10/2024,Regular Season,1,Geek Fam ID,Win,"Dewa United Esports",Caderaa,Moskov,Marksman,Terizla,Fighter,Inspire,Marskman,Swift,Master Assassin,Quantum Charge,13:16,2,2,11,10521,14,8,1,1,5,9
5/10/2024,Regular Season,1,"Dewa United Esports",Lose,Geek Fam ID,Dyx0n,Yu Zhong,Fighter,Claude,Marksman,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,13:16,2,4,3,7155,12,1,0,2,5,4
5/10/2024,Regular Season,1,"Dewa United Esports",Lose,Geek Fam ID,Garry,Fredrinn,Fighter/Tank,Bruno,Marksman,Retribution,Support,Firmness,Seasoned Hunter,Concussive Blast,13:16,5,4,4,7153,13,1,0,2,5,4
5/10/2024,Regular Season,1,"Dewa United Esports",Lose,Geek Fam ID,Keyz,Novaria,Mage,Arlott,Fighter/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,13:16,0,4,6,6915,12,1,0,2,5,4
5/10/2024,Regular Season,1,"Dewa United Esports",Lose,Geek Fam ID,Drian,Chip,Support/Tank,Harith,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,13:16,1,5,8,5482,11,1,0,2,5,4
5/10/2024,Regular Season,1,"Dewa United Esports",Lose,Geek Fam ID,Watt,Roger,Fighter/Marksman,Mathilda,Support/Assassin,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,13:16,3,4,2,8496,13,1,0,2,5,4
5/10/2024,Regular Season,2,"Dewa United Esports",Win,Geek Fam ID,Dyx0n,Lapu-Lapu,Fighter,Moskov,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,19:21,2,0,4,12041,15,7,3,3,12,11
